Symbol,Company Name,Type,Sector,Industry,Options
JUNP,PGIM S&P 500 Buffer 12 ETF - June,ETF,,ETF,False
MRCP,PGIM S&P 500 Buffer 12 ETF - March,ETF,ETF-Defined Outcome,ETF,False
MAYP,PGIM S&P 500 Buffer 12 ETF - May,ETF,ETF-Defined Outcome,ETF,False
NOVP,PGIM S&P 500 Buffer 12 ETF - November,ETF,ETF-Defined Outcome,ETF,False
OCTP,PGIM S&P 500 Buffer 12 ETF - October,ETF,ETF-Defined Outcome,ETF,False
SEPP,PGIM S&P 500 Buffer 12 ETF - September,ETF,ETF-Defined Outcome,ETF,False
PBAP,PGIM S&P 500 Buffer 20 ETF - April,ETF,ETF-Defined Outcome,ETF,False
PBAU,PGIM S&P 500 Buffer 20 ETF - August,ETF,ETF-Defined Outcome,ETF,False
PBDE,PGIM S&P 500 Buffer 20 ETF - December,ETF,ETF-Defined Outcome,ETF,False
PBFB,PGIM S&P 500 Buffer 20 ETF - February,ETF,ETF-Defined Outcome,ETF,False
PBJA,PGIM S&P 500 Buffer 20 ETF - January,ETF,ETF-Defined Outcome,ETF,False
PBJL,PGIM S&P 500 Buffer 20 ETF - July,ETF,ETF-Defined Outcome,ETF,False
PBJN,PGIM S&P 500 Buffer 20 ETF - June,ETF,ETF-Defined Outcome,ETF,False
PBMR,PGIM S&P 500 Buffer 20 ETF - March,ETF,ETF-Defined Outcome,ETF,False
PBMY,PGIM S&P 500 Buffer 20 ETF - May,ETF,ETF-Defined Outcome,ETF,False
PBNV,PGIM S&P 500 Buffer 20 ETF - November,ETF,ETF-Defined Outcome,ETF,False
PBOC,PGIM S&P 500 Buffer 20 ETF - October,ETF,ETF-Defined Outcome,ETF,False
PBSE,PGIM S&P 500 Buffer 20 ETF - September,ETF,ETF-Defined Outcome,ETF,False
PMAP,PGIM S&P 500 Max Buffer ETF - April,ETF,,ETF,False
PMFB,PGIM S&P 500 Max Buffer ETF - February,ETF,,ETF,False
PMJA,PGIM S&P 500 Max Buffer ETF - January,ETF,,ETF,False
PMMY,PGIM S&P 500 Max Buffer ETF - May,,,ETF,False
PMMR,PGIM S&P 500 Max Buffer ETF March,ETF,,ETF,False
PSH,PGIM Short Duration HIgh Yield ETF,ETF,ETF-High Yield Bond,ETF,False
PSDM,PGIM Short Duration Multi-Sector Bond ETF,ETF,ETF-Short-Term Bond,ETF,False
PTRB,PGIM Total Return Bond ETF,ETF,ETF-Intermediate Core-Plus Bond,ETF,False
PULS,PGIM Ultra Short Bond ETF,ETF,ETF-Ultrashort Bond,ETF,True
PUSH,PGIM Ultra Short Municipal Bond ETF,ETF,ETF-Muni National Short,ETF,False
PMCB,"PharmaCyte Biotech, Inc.",Common Stock,Healthcare,Biotechnology,True
PHAR,Pharming Group N.V.,Common Stock,Healthcare,Biotechnology,False
PHVS,Pharvaris N.V.,Common Stock,Healthcare,Biotechnology,False
PHAT,"Phathom Pharmaceuticals, Inc.",Common Stock,Healthcare,Biotechnology,True
PFX,PhenixFIN Corporation,Common Stock,Financials,Asset Management,False
PTHL,Pheton Holdings Ltd,Common Stock,Healthcare,Medical Devices,False
PAHC,Phibro Animal Health Corporation,Common Stock,Healthcare,Drug Manufacturers - Specialty & Generic,True
PM,Philip Morris International Inc.,Common Stock,Consumer Staples,Tobacco,True
PSX,Phillips 66,Common Stock,Energy,Oil & Gas Refining & Marketing,True
PECO,"Phillips Edison & Company, Inc.",Common Stock,Real Estate,REIT - Retail,True
PHIN,PHINIA Inc.,Common Stock,Consumer Discretionary,Auto Parts,True
PHIO,Phio Pharmaceuticals Corp.,Common Stock,Healthcare,Biotechnology,False
PHOE,Phoenix Asia Holdings Limited,Common Stock,Industrials,Infrastructure Operations,False
FENG,Phoenix New Media Limited,Common Stock,Communication Services,Internet Content & Information,False
PLAB,"Photronics, Inc.",Common Stock,Technology,Semiconductor Equipment & Materials,True
PHR,"Phreesia, Inc.",Common Stock,Healthcare,Health Information Services,True
PHUN,"Phunware, Inc.",Common Stock,Technology,Software - Application,True
PCLA,PicoCELA Inc.,Common Stock,Communication Services,Telecom Services,False
PLL,Piedmont Lithium Inc.,Common Stock,Materials,Other Industrial Metals & Mining,True
PDM,"Piedmont Office Realty Trust, Inc.",Common Stock,Real Estate,REIT - Office,True
PPC,Pilgrim's Pride Corporation,Common Stock,Consumer Staples,Packaged Foods,True
HYS,PIMCO 0-5 Year High Yield Corporate Bond Index Exchange-Traded Fund,ETF,ETF-High Yield Bond,ETF,True
STPZ,PIMCO 1-5 Year US TIPS Index Exchange-Traded Fund,ETF,ETF-Short-Term Inflation-Protected Bond,ETF,True
LTPZ,PIMCO 15+ Year US TIPS Index Exchange-Traded Fund,ETF,ETF-Inflation-Protected Bond,ETF,True
ZROZ,PIMCO 25+ Year Zero Coupon US Treasury Index Exchange-Traded Fund,ETF,ETF-Long Government,ETF,True
BOND,PIMCO Active Bond Exchange-Traded Fund,ETF,ETF-Intermediate Core-Plus Bond,ETF,True
TIPZ,PIMCO Broad U.S. TIPS Index ETF,ETF,ETF-Inflation-Protected Bond,ETF,False
CMDT,PIMCO Commodity Strategy Active Exchange-Traded Fund,ETF,ETF-Commodities Broad Basket,ETF,False
LDUR,PIMCO Enhanced Low Duration Active ETF,ETF,ETF-Short-Term Bond,ETF,False
EMNT,PIMCO Enhanced Short Maturity Active ESG Exchange-Traded Fund,ETF,ETF-Ultrashort Bond,ETF,False
MINT,PIMCO Enhanced Short Maturity Active Exchange-Traded Fund,ETF,ETF-Ultrashort Bond,ETF,True
MUNI,PIMCO Intermediate Municipal Bond Active Exchange-Traded Fund,ETF,ETF-Muni National Interm,ETF,True
CORP,PIMCO Investment Grade Corporate Bond Index ETF,ETF,ETF-Corporate Bond,ETF,False
PMBS,PIMCO Mortgage-Backed Securities Active Exchange-Traded Fund,ETF,,ETF,False
PYLD,PIMCO Multisector Bond Active Exchange-Traded Fund,ETF,ETF-Multisector Bond,ETF,False
MINO,PIMCO Municipal Income Opportunities Active Exchange-Traded Fund,ETF,ETF-Muni National Interm,ETF,False
PRFD,PIMCO Preferred and Capital Securities Active ETF,ETF,ETF-Preferred Stock,ETF,False
MFEM,PIMCO RAFI Dynamic Multi-Factor Emerging Markets Equity ETF,ETF,ETF-Diversified Emerging Mkts,ETF,False
MFDX,PIMCO RAFI Dynamic Multi-Factor International Equity ETF,ETF,ETF-Foreign Large Blend,ETF,False
MFUS,PIMCO RAFI Dynamic Multi-Factor U.S. Equity ETF,ETF,ETF-Large Value,ETF,False
RAFE,PIMCO RAFI ESG U.S. ETF,ETF,ETF-Large Value,ETF,False
LONZ,PIMCO Senior Loan Active Exchange-Traded Fund,ETF,ETF-Bank Loan,ETF,False
SMMU,PIMCO Short Term Municipal Bond Active ETF,ETF,ETF-Muni National Short,ETF,False
BILZ,PIMCO Ultra Short Government Active Exchange-Traded Fund,ETF,ETF-Ultrashort Bond,ETF,False
PNFP,"Pinnacle Financial Partners, Inc.",Common Stock,Financials,Banks - Regional,True
FCUS,Pinnacle Focused Opportunities ETF,ETF,ETF-Mid-Cap Growth,ETF,False
PFAI,Pinnacle Food Group Limited,Common Stock,Consumer Staples,Farm Products,False
PNW,Pinnacle West Capital Corporation,Common Stock,Utilities,Utilities - Regulated Electric,True
PT,Pintec Technology Holdings Limited,Common Stock,Financials,Credit Services,False
PINS,"Pinterest, Inc.",Common Stock,Communication Services,Internet Content & Information,True
PBFS,"Pioneer Bancorp, Inc.",Common Stock,Financials,Banks - Regional,False
PPSI,"Pioneer Power Solutions, Inc.",Common Stock,Industrials,Electrical Equipment & Parts,True
PIPR,Piper Sandler Companies,Common Stock,Financials,Capital Markets,True
PTNM,Pitanium Limited,Common Stock,Consumer Discretionary,Internet Retail,False
PBI,Pitney Bowes Inc.,Common Stock,Industrials,Integrated Freight & Logistics,True
PXLW,"Pixelworks, Inc.",Common Stock,Technology,Semiconductors,True
PJT,PJT Partners Inc.,Common Stock,Financials,Capital Markets,True
PAA,"Plains All American Pipeline, L.P.",Common Stock,Energy,Oil & Gas Midstream,True
PAGP,"Plains GP Holdings, L.P.",Common Stock,Energy,Oil & Gas Midstream,True
PLNT,"Planet Fitness, Inc.",Common Stock,Consumer Discretionary,Leisure,True
PLAG,Planet Green Holdings Corp.,Common Stock,Industrials,Conglomerates,False
YIBO,Planet Image International Limited,Common Stock,Technology,Computer Hardware,False
PL,Planet Labs PBC,Common Stock,Industrials,Aerospace & Defense,True
PRAE,PlanRock Alternative Growth ETF,ETF,ETF-Large Blend,ETF,False
PLG,Platinum Group Metals Ltd.,Common Stock,Materials,Other Precious Metals & Mining,True
AGS,"PlayAGS, Inc.",Common Stock,Consumer Discretionary,Gambling,True
MYPS,"PLAYSTUDIOS, Inc.",Common Stock,Communication Services,Electronic Gaming & Multimedia,True
PLTK,Playtika Holding Corp.,Common Stock,Communication Services,Electronic Gaming & Multimedia,True
PLBY,"PLBY Group, Inc.",Common Stock,Consumer Discretionary,Leisure,True
PHI,PLDT Inc.,Common Stock,Communication Services,Telecom Services,False
PLXS,Plexus Corp.,Common Stock,Technology,Electronic Components,True
PLRX,"Pliant Therapeutics, Inc.",Common Stock,Healthcare,Biotechnology,True
PLUG,Plug Power Inc.,Common Stock,Industrials,Electrical Equipment & Parts,True
PLMK,Plum Acquisition Corp. IV,Common Stock,Financials,Shell Companies,False
PLBC,Plumas Bancorp,Common Stock,Financials,Banks - Regional,False
PLUR,Pluri Inc.,Common Stock,Healthcare,Biotechnology,False
KDEF,PLUS Korea Defense Industry Index ETF,Common Stock,,ETF,True
PSTV,"Plus Therapeutics, Inc.",Common Stock,Healthcare,Biotechnology,False
PLUT,Plutus Financial Group Limited,Common Stock,Financials,Capital Markets,False
PLYM,"Plymouth Industrial REIT, Inc.",Common Stock,Real Estate,REIT - Industrial,True
ELAB,PMGC Holdings Inc.,Common Stock,Healthcare,Biotechnology,False
ARP,PMV Adaptive Risk Parity ETF,ETF,ETF-Tactical Allocation,ETF,False
PMVP,"PMV Pharmaceuticals, Inc.",Common Stock,Healthcare,Biotechnology,True
JPIN,PMXF Diversified Return Intl Ex-North America Equity,ETF,ETF-Foreign Large Value,ETF,False
PODC,"PodcastOne, Inc.",Common Stock,Communication Services,Internet Content & Information,False
POET,POET Technologies Inc.,Common Stock,Technology,Semiconductors,True
MAGA,Point Bridge America First ETF,ETF,ETF-Mid-Cap Value,ETF,True
POLA,"Polar Power, Inc.",Common Stock,Industrials,Electrical Equipment & Parts,False
PII,Polaris Inc.,Common Stock,Consumer Discretionary,Recreational Vehicles,True
PCCE,Polen Capital China Growth ETF,ETF,ETF-China Region,ETF,False
PCEM,Polen Capital Emerging Markets ex China Growth ETF,Common Stock,,ETF,False
PCGG,Polen Capital Global Growth ETF,ETF,ETF-Global Large-Stock Growth,ETF,False
PCIG,Polen Capital International Growth ETF,ETF,ETF-Foreign Large Growth,ETF,False
PCFI,Polen Floating Rate Income ETF,Common Stock,,ETF,False
PCHI,Polen High Income ETF,Common Stock,,ETF,False
PSNY,Polestar Automotive Holding UK PLC,Common Stock,Consumer Discretionary,Auto Manufacturers,True
PYPD,PolyPid Ltd.,Common Stock,Healthcare,Biotechnology,False
PLRZ,Polyrizon Ltd.,Common Stock,Healthcare,Biotechnology,False
PDLB,"Ponce Financial Group, Inc.",Common Stock,Financials,Banks - Regional,False
PONY,Pony AI Inc.,Common Stock,Technology,Information Technology Services,True
POOL,Pool Corporation,Common Stock,Industrials,Industrial Distribution,True
CPOP,"Pop Culture Group Co., Ltd",Common Stock,Communication Services,Entertainment,False
BPOP,"Popular, Inc.",Common Stock,Financials,Banks - Regional,True
PRCH,"Porch Group, Inc.",Common Stock,Technology,Software - Application,True
PRTG,Portage Biotech Inc.,Common Stock,Healthcare,Biotechnology,False
PTLO,Portillo's Inc.,Common Stock,Consumer Discretionary,Restaurants,True
POR,Portland General Electric Company,Common Stock,Utilities,Utilities - Regulated Electric,True
PTMN,Portman Ridge Finance Corporation,Common Stock,Financials,Asset Management,True
PKX,POSCO Holdings Inc.,Common Stock,Materials,Steel,True
POST,"Post Holdings, Inc.",Common Stock,Consumer Staples,Packaged Foods,True
PSTL,"Postal Realty Trust, Inc.",Common Stock,Real Estate,REIT - Office,True
PBPB,Potbelly Corporation,Common Stock,Consumer Discretionary,Restaurants,True
PCH,PotlatchDeltic Corporation,Common Stock,Real Estate,REIT - Specialty,True
POWL,"Powell Industries, Inc.",Common Stock,Industrials,Electrical Equipment & Parts,True
PMAX,Powell Max Limited,Common Stock,Industrials,Specialty Business Services,False
POWI,"Power Integrations, Inc.",Common Stock,Technology,Semiconductors,True
PW,Power REIT,Common Stock,Real Estate,REIT - Specialty,False
PSIX,"Power Solutions International, Inc.",Common Stock,Industrials,Specialty Industrial Machinery,False
AIOT,"PowerFleet, Inc.",Common Stock,Technology,Software - Infrastructure,True
PPG,"PPG Industries, Inc.",Common Stock,Materials,Specialty Chemicals,True
PPL,PPL Corporation,Common Stock,Utilities,Utilities - Regulated Electric,True
PRAA,"PRA Group, Inc.",Common Stock,Financials,Credit Services,True
PROP,Prairie Operating Co.,Common Stock,Energy,Oil & Gas Exploration & Production,True
PRXG,Praxis Impact Large Cap Growth ETF,ETF,,ETF,False
PRXV,Praxis Impact Large Cap Value ETF,Common Stock,,ETF,False
PRAX,"Praxis Precision Medicines, Inc.",Common Stock,Healthcare,Biotechnology,True
PGEN,"Precigen, Inc.",Common Stock,Healthcare,Biotechnology,True
PRPO,"Precipio, Inc.",Common Stock,Healthcare,Diagnostics & Research,False
DTIL,"Precision BioSciences, Inc.",Common Stock,Healthcare,Biotechnology,False
PDS,Precision Drilling Corporation,Common Stock,Energy,Oil & Gas Drilling,True
POCI,"Precision Optics Corporation, Inc.",Common Stock,Healthcare,Medical Instruments & Supplies,False
POAI,Predictive Oncology Inc.,Common Stock,Healthcare,Medical Instruments & Supplies,False
PFBC,Preferred Bank,Common Stock,Financials,Banks - Regional,True
IPPP,Preferred-Plus ETF,ETF,ETF-Preferred Stock,ETF,False
PLPC,Preformed Line Products Company,Common Stock,Industrials,Electrical Equipment & Parts,False
PRLD,Prelude Therapeutics Incorporated,Common Stock,Healthcare,Biotechnology,True
PINC,"Premier, Inc.",Common Stock,Healthcare,Health Information Services,True
PC,Premium Catering (Holdings) Limited,Common Stock,Industrials,Specialty Business Services,False
PRE,Prenetics Global Limited,Common Stock,Healthcare,Diagnostics & Research,False
SQFT,"Presidio Property Trust, Inc.",Common Stock,Real Estate,REIT - Diversified,True
PBH,Prestige Consumer Healthcare Inc.,Common Stock,Healthcare,Drug Manufacturers - Specialty & Generic,True
PWM,Prestige Wealth Inc.,Common Stock,Financials,Asset Management,False
PSMT,"PriceSmart, Inc.",Common Stock,Consumer Staples,Discount Stores,True
PRME,"Prime Medicine, Inc.",Common Stock,Healthcare,Biotechnology,True
PMEC,Primech Holdings Ltd.,Common Stock,Industrials,Specialty Business Services,False
PNRG,PrimeEnergy Resources Corporation,Common Stock,Energy,Oil & Gas Exploration & Production,False
ZDAI,Primega Group Holdings Limited,Common Stock,Industrials,Engineering & Construction,False
PRI,"Primerica, Inc.",Common Stock,Financials,Insurance - Life,True
FRST,Primis Financial Corp.,Common Stock,Financials,Banks - Regional,True
PRMB,Primo Brands Corporation,Common Stock,Consumer Staples,Beverages - Non-Alcoholic,True
PRIM,Primoris Services Corporation,Common Stock,Industrials,Engineering & Construction,True
BPRN,"Princeton Bancorp, Inc.",Common Stock,Financials,Banks - Regional,False
YLD,Principal Active High Yield ETF,ETF,ETF-High Yield Bond,ETF,False
PFG,"Principal Financial Group, Inc.",Common Stock,Financials,Asset Management,True
BCHP,Principal Focused Blue Chip ETF,ETF,ETF-Large Growth,ETF,False
PIEQ,Principal International Equity ETF,ETF,ETF-Foreign Large Blend,ETF,False
IG,Principal Investment Grade Corporate Active ETF,ETF,ETF-Corporate Bond,ETF,False
PSET,Principal Quality ETF,ETF,ETF-Large Blend,ETF,False
BYRE,Principal Real Estate Active Opportunities ETF,ETF,ETF-Real Estate,ETF,False
PREF,Principal Spectrum Preferred Secs Active ETF,ETF,ETF-Preferred Stock,ETF,False
PQDI,Principal Spectrum Tax-Advantaged Dividend Active ETF,ETF,ETF-Preferred Stock,ETF,False
USMC,Principal U.S. Mega-Cap ETF,ETF,ETF-Large Blend,ETF,True
PSC,Principal U.S. Small-Cap ETF,ETF,ETF-Small Blend,ETF,False
PY,Principal Value ETF,ETF,ETF-Large Value,ETF,False
PRTH,"Priority Technology Holdings, Inc.",Common Stock,Technology,Software - Infrastructure,True
PRVA,"Privia Health Group, Inc.",Common Stock,Healthcare,Health Information Services,True
PRA,ProAssurance Corporation,Common Stock,Financials,Insurance - Property & Casualty,True
PRCT,PROCEPT BioRobotics Corporation,Common Stock,Healthcare,Medical Devices,True
PCSA,"Processa Pharmaceuticals, Inc.",Common Stock,Healthcare,Biotechnology,False
PCOR,"Procore Technologies, Inc.",Common Stock,Technology,Software - Application,True
UFO,Procure Space ETF,ETF,ETF-Industrials,ETF,True
PDEX,"Pro-Dex, Inc.",Common Stock,Healthcare,Medical Instruments & Supplies,False
IPDN,"Professional Diversity Network, Inc.",Common Stock,Industrials,Staffing & Employment Services,False
PAL,"Proficient Auto Logistics, Inc.",Common Stock,Industrials,Integrated Freight & Logistics,True
PROF,Profound Medical Corp.,Common Stock,Healthcare,Medical Devices,True
ACDC,ProFrac Holding Corp.,Common Stock,Energy,Oil & Gas Equipment & Services,True
PRG,"PROG Holdings, Inc.",Common Stock,Industrials,Rental & Leasing Services,True
PRGS,Progress Software Corporation,Common Stock,Technology,Software - Infrastructure,True
PGNY,"Progyny, Inc.",Common Stock,Healthcare,Healthcare Plans,True
PROK,ProKidney Corp.,Common Stock,Healthcare,Biotechnology,True
PLD,"Prologis, Inc.",Common Stock,Real Estate,REIT - Industrial,True
PMN,"ProMIS Neurosciences, Inc.",Common Stock,Healthcare,Biotechnology,False
PUMP,ProPetro Holding Corp.,Common Stock,Energy,Oil & Gas Equipment & Services,True
PRPH,"ProPhase Labs, Inc.",Common Stock,Healthcare,Diagnostics & Research,True
PRQR,ProQR Therapeutics N.V.,Common Stock,Healthcare,Biotechnology,True
PRO,"PROS Holdings, Inc.",Common Stock,Technology,Software - Application,True
DAT,ProShares Big Data Refiners ETF,ETF,ETF-Technology,ETF,True
BETE,ProShares Bitcoin & Ether Equal Weight ETF,ETF,ETF-Digital Assets,ETF,False
BETH,ProShares Bitcoin & Ether Market Cap Weight ETF,ETF,ETF-Digital Assets,ETF,False
BITO,ProShares Bitcoin ETF,ETF,ETF-Digital Assets,ETF,True
EMTY,ProShares Decline of the Retail Store ETF,ETF,ETF-Trading--Inverse Equity,ETF,True
TOLZ,ProShares DJ Brookfield Global Infrastructure ETF,ETF,ETF-Infrastructure,ETF,True
EQRR,ProShares Equities for Rising Rates ETF,ETF,ETF-Mid-Cap Value,ETF,False
EETH,ProShares Ether ETF,ETF,ETF-Digital Assets,ETF,True
PEX,ProShares Global Listed Private Equity ETF,ETF,ETF-Miscellaneous Sector,ETF,False
HDG,ProShares Hedge Replication ETF,ETF,ETF-Multistrategy,ETF,False
HYHG,ProShares High Yield-Interest Rate Hedged ETF,ETF,ETF-Nontraditional Bond,ETF,False
RINF,ProShares Inflation Expectations ETF,ETF,ETF-Nontraditional Bond,ETF,True
IGHG,ProShares Investment Grade-Interest Rate Hedged,ETF,ETF-Nontraditional Bond,ETF,False
OILK,ProShares K-1 Free Crude Oil ETF of Benef Interest,ETF,ETF-Commodities Focused,ETF,True
CSM,ProShares Large Cap Core Plus,ETF,ETF-Large Blend,ETF,False
CLIX,ProShares Long Online/Short Stores ETF,ETF,ETF-Long-Short Equity,ETF,True
MRGR,ProShares Merger ETF,ETF,ETF-Event Driven,ETF,False
VERS,ProShares Metaverse ETF,ETF,ETF-Technology,ETF,True
EFAD,ProShares MSCI EAFE Dividend Growers ETF,ETF,ETF-Foreign Large Blend,ETF,False
EMDV,ProShares MSCI Emerging Markets Dividend Growers ETF,ETF,ETF-Diversified Emerging Mkts,ETF,False
EUDV,ProShares MSCI Europe Dividend Growers ETF,ETF,ETF-Europe Stock,ETF,False
ANEW,ProShares MSCI Transformational Changes ETF,ETF,ETF-Large Growth,ETF,False
TINY,ProShares Nanotechnology ETF,ETF,ETF-Technology,ETF,False
QQQA,ProShares Nasdaq-100 Dorsey Wright Momentum ETF,ETF,ETF-Large Growth,ETF,True
IQQQ,ProShares Nasdaq-100 High Income ETF,ETF,ETF-Derivative Income,ETF,False
OND,ProShares On-Demand ETF,ETF,ETF-Communications,ETF,False
ONLN,ProShares Online Retail ETF,ETF,ETF-Consumer Cyclical,ETF,True
PAWZ,ProShares Pet Care ETF,ETF,ETF-Miscellaneous Sector,ETF,True
SMDV,ProShares Russell 2000 Dividend Growers ETF,ETF,ETF-Small Value,ETF,True
ITWO,ProShares Russell 2000 High Income ETF,ETF,ETF-Derivative Income,ETF,False
TMDV,ProShares Russell US Dividend Growers ETF,ETF,ETF-Mid-Cap Value,ETF,True
NOBL,ProShares S&P 500 Dividend Aristocrats ETF,ETF,ETF-Large Value,ETF,True
SPXE,ProShares S&P 500 Ex-Energy ETF,ETF,ETF-Large Blend,ETF,True
SPXN,ProShares S&P 500 Ex-Financials ETF,ETF,ETF-Large Blend,ETF,True
SPXV,ProShares S&P 500 Ex-Health Care ETF,ETF,ETF-Large Blend,ETF,False
SPXT,ProShares S&P 500 Ex-Technology ETF,ETF,ETF-Large Blend,ETF,True
ISPY,ProShares S&P 500 High Income ETF,ETF,ETF-Derivative Income,ETF,True
ION,ProShares S&P Global Core Battery Metals ETF,ETF,ETF-Natural Resources,ETF,True
CTEX,ProShares S&P Kensho Cleantech ETF,ETF,ETF-Technology,ETF,False
MAKX,ProShares S&P Kensho Smart Factories ETF,ETF,ETF-Technology,ETF,True
REGL,ProShares S&P MidCap 400 Dividend Aristocrats ETF,ETF,ETF-Small Value,ETF,True
TDV,ProShares S&P Technology Dividend Aristocrats ETF,ETF,ETF-Technology,ETF,False
TBF,Proshares Short 20+ Year Treasury,ETF,ETF-Trading--Inverse Debt,ETF,True
TBX,ProShares Short 7-10 Year Treasury,ETF,ETF-Trading--Inverse Debt,ETF,False
BITI,ProShares Short Bitcoin ETF,ETF,ETF-Trading--Miscellaneous,ETF,True
DOG,ProShares Short Dow30,ETF,ETF-Trading--Inverse Equity,ETF,True
SETH,ProShares Short Ether ETF,ETF,ETF-Digital Assets,ETF,True
SEF,ProShares Short Financials,ETF,ETF-Trading--Inverse Equity,ETF,True
YXI,ProShares Short FTSE China 50,ETF,ETF-Trading--Inverse Equity,ETF,True
SJB,ProShares Short High Yield,ETF,ETF-Trading--Inverse Debt,ETF,True
EFZ,ProShares Short MSCI EAFE,ETF,ETF-Trading--Inverse Equity,ETF,True
EUM,ProShares Short MSCI Emerging Markets,ETF,ETF-Trading--Inverse Equity,ETF,False
PSQ,ProShares Short QQQ,ETF,ETF-Trading--Inverse Equity,ETF,True
REK,ProShares Short Real Estate,ETF,ETF-Trading--Inverse Equity,ETF,True
RWM,ProShares Short Russell2000,ETF,ETF-Trading--Inverse Equity,ETF,True
MYY,ProShares Short S&P Mid Cap400,ETF,ETF-Trading--Inverse Equity,ETF,False
SH,ProShares Short S&P500,ETF,ETF-Trading--Inverse Equity,ETF,True
SBB,ProShares Short SmallCap600,ETF,ETF-Trading--Inverse Equity,ETF,True
SVXY,ProShares Short VIX Short-Term Futures ETF,ETF,ETF-Trading--Miscellaneous,ETF,True
TINT,ProShares Smart Materials ETF,ETF,ETF-Natural Resources,ETF,True
SUPL,ProShares Supply Chain Logistics ETF,ETF,ETF-Industrials,ETF,True
UBT,ProShares Ultra 20+ Year Treasury,ETF,ETF-Trading--Leveraged Debt,ETF,True
UST,ProShares Ultra 7-10 Year Treasury,ETF,ETF-Trading--Leveraged Debt,ETF,True
BITU,ProShares Ultra Bitcoin ETF,ETF,ETF-Digital Assets,ETF,True
UCO,ProShares Ultra Bloomberg Crude Oil,ETF,ETF-Trading--Leveraged Commodities,ETF,True
BOIL,ProShares Ultra Bloomberg Natural Gas,ETF,ETF-Trading--Leveraged Commodities,ETF,True
LTL,ProShares Ultra Communication Services,ETF,ETF-Trading--Leveraged Equity,ETF,True
UCC,ProShares Ultra Consumer Discretionary,ETF,ETF-Trading--Leveraged Equity,ETF,True
UGE,ProShares Ultra Consumer Staples,ETF,ETF-Trading--Leveraged Equity,ETF,True
DDM,ProShares Ultra Dow30,ETF,ETF-Trading--Leveraged Equity,ETF,True
DIG,ProShares Ultra Energy,ETF,ETF-Trading--Leveraged Equity,ETF,True
ETHT,ProShares Ultra Ether ETF,ETF,,ETF,True
ULE,ProShares Ultra Euro,ETF,ETF-Trading--Miscellaneous,ETF,True
UYG,ProShares Ultra Financials,ETF,ETF-Trading--Leveraged Equity,ETF,True
XPP,ProShares Ultra FTSE China 50,ETF,ETF-Trading--Leveraged Equity,ETF,True
UPV,ProShares Ultra FTSE Europe,ETF,ETF-Trading--Leveraged Equity,ETF,True
UGL,ProShares Ultra Gold,ETF,ETF-Trading--Leveraged Commodities,ETF,True
RXL,ProShares Ultra Health Care,ETF,ETF-Trading--Leveraged Equity,ETF,True
UJB,ProShares Ultra High Yield,ETF,ETF-Trading--Leveraged Debt,ETF,False
UXI,ProShares Ultra Industrials,ETF,ETF-Trading--Leveraged Equity,ETF,True
UYM,ProShares Ultra Materials,ETF,ETF-Trading--Leveraged Equity,ETF,True
MVV,ProShares Ultra MidCap400,ETF,ETF-Trading--Leveraged Equity,ETF,True
UBR,ProShares Ultra MSCI Brazil Capped,ETF,ETF-Trading--Leveraged Equity,ETF,True
EFO,ProShares Ultra MSCI EAFE,ETF,ETF-Trading--Leveraged Equity,ETF,True
EET,ProShares Ultra MSCI Emerging Markets,ETF,ETF-Trading--Leveraged Equity,ETF,True
EZJ,ProShares Ultra MSCI Japan,ETF,ETF-Trading--Leveraged Equity,ETF,True
BIB,ProShares Ultra Nasdaq Biotechnology,ETF,ETF-Trading--Leveraged Equity,ETF,True
SKYU,ProShares Ultra Nasdaq Cloud Computing ETF,ETF,ETF-Trading--Inverse Equity,ETF,True
UCYB,ProShares Ultra Nasdaq Cybersecurity ETF,ETF,ETF-Trading--Leveraged Equity,ETF,True
QLD,ProShares Ultra QQQ,ETF,ETF-Trading--Leveraged Equity,ETF,True
URE,ProShares Ultra Real Estate,ETF,ETF-Trading--Leveraged Equity,ETF,True
UWM,ProShares Ultra Russell2000,ETF,ETF-Trading--Leveraged Equity,ETF,True
SSO,ProShares Ultra S&P 500,ETF,ETF-Trading--Leveraged Equity,ETF,True
USD,ProShares Ultra Semiconductors,ETF,ETF-Trading--Leveraged Equity,ETF,True
AGQ,ProShares Ultra Silver,ETF,ETF-Trading--Leveraged Commodities,ETF,True
SAA,ProShares Ultra SmallCap600,ETF,ETF-Trading--Leveraged Equity,ETF,True
ROM,ProShares Ultra Technology,ETF,ETF-Trading--Leveraged Equity,ETF,True
UPW,ProShares Ultra Utilities,ETF,ETF-Trading--Leveraged Equity,ETF,True
UVXY,ProShares Ultra VIX Short-Term Futures ETF,ETF,ETF-Trading--Miscellaneous,ETF,True
YCL,ProShares Ultra Yen,ETF,ETF-Trading--Miscellaneous,ETF,True
UDOW,ProShares UltraPro Dow30,ETF,ETF-Trading--Leveraged Equity,ETF,True
UMDD,ProShares UltraPro MidCap400,ETF,ETF-Trading--Leveraged Equity,ETF,True
TQQQ,ProShares UltraPro QQQ,ETF,ETF-Trading--Leveraged Equity,ETF,True
URTY,ProShares UltraPro Russell2000,ETF,ETF-Trading--Leveraged Equity,ETF,True
UPRO,ProShares UltraPro S&P500,ETF,ETF-Trading--Leveraged Equity,ETF,True
